"componentType","logicalName","displayName","sourcePath","parent","dependencies","rootComponent","dataType","requiredLevel","description","domain","targetSolution","disposition","rationale","licenceReview","maturityReview","sourceOnly"
"Attribute","cr7e8_product_line","cr7e8_Product_Line","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","new_cr7e8_offer_cr7e8_product_line?","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","cr7e8_related_policy","cr7e8_Related_Policy","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","cr7e8_valid_until","cr7e8_Valid_Until","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","System.Nullable<System.DateTime>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","createdby","CreatedBy","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","createdon","CreatedOn","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","System.Nullable<System.DateTime>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","createdonbehalfby","CreatedOnBehalfBy","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","exchangerate","ExchangeRate","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","System.Nullable<decimal>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","importsequencenumber","ImportSequenceNumber","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","System.Nullable<int>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","modifiedby","ModifiedBy","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","modifiedon","ModifiedOn","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","System.Nullable<System.DateTime>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","modifiedonbehalfby","ModifiedOnBehalfBy","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","overriddencreatedon","OverriddenCreatedOn","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","System.Nullable<System.DateTime>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","ownerid","OwnerId","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","owningbusinessunit","OwningBusinessUnit","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","owningteam","OwningTeam","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","owninguser","OwningUser","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","statecode","statecode","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","cr7e8_offer_statecode?","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","statuscode","statuscode","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","cr7e8_offer_statuscode?","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","timezoneruleversionnumber","TimeZoneRuleVersionNumber","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","System.Nullable<int>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","transactioncurrencyid","TransactionCurrencyId","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","utcconversiontimezonecode","UTCConversionTimeZoneCode","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","System.Nullable<int>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","versionnumber","VersionNumber","metadata:DataverseModelBuilder/cr7e8_offer","cr7e8_offer","","False","System.Nullable<long>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Attribute","cr7e8_account","cr7e8_Account","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Party, household, and relationship","crmshow_DataModel","Refactor","Reuse native party tables while rebuilding only approved extensions and role relationships.","Investigate","Not required","True"
"Attribute","cr7e8_annual_premium","cr7e8_Annual_Premium","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","Microsoft.Xrm.Sdk.Money","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","cr7e8_annual_premium_base","cr7e8_annual_premium_Base","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","Microsoft.Xrm.Sdk.Money","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","cr7e8_household","cr7e8_Household","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Party, household, and relationship","crmshow_DataModel","Redesign","Household must be represented by Account with accountType=Household; the parallel household table is retired.","Investigate","Not required","True"
"Attribute","cr7e8_name","cr7e8_name","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","string","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","cr7e8_policy_number","cr7e8_Policy_Number","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","string","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","cr7e8_policy_status","cr7e8_Policy_Status","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","new_cr7e8_policy_cr7e8_policy_status?","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","cr7e8_policyholder","cr7e8_Policyholder","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","cr7e8_policyid","cr7e8_policyId","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","System.Nullable<System.Guid>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","cr7e8_product_line","cr7e8_Product_Line","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","new_cr7e8_policy_cr7e8_product_line?","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","cr7e8_renewal_date","cr7e8_Renewal_Date","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","System.Nullable<System.DateTime>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","cr7e8_start_date","cr7e8_Start_Date","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","System.Nullable<System.DateTime>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","createdby","CreatedBy","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","createdon","CreatedOn","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","System.Nullable<System.DateTime>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","createdonbehalfby","CreatedOnBehalfBy","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","exchangerate","ExchangeRate","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","System.Nullable<decimal>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","importsequencenumber","ImportSequenceNumber","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","System.Nullable<int>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","modifiedby","ModifiedBy","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","modifiedon","ModifiedOn","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","System.Nullable<System.DateTime>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","modifiedonbehalfby","ModifiedOnBehalfBy","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","overriddencreatedon","OverriddenCreatedOn","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","System.Nullable<System.DateTime>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","ownerid","OwnerId","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","owningbusinessunit","OwningBusinessUnit","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","owningteam","OwningTeam","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","owninguser","OwningUser","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","statecode","statecode","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","cr7e8_policy_statecode?","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","statuscode","statuscode","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","cr7e8_policy_statuscode?","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","timezoneruleversionnumber","TimeZoneRuleVersionNumber","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","System.Nullable<int>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","transactioncurrencyid","TransactionCurrencyId","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","Microsoft.Xrm.Sdk.EntityReference","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","utcconversiontimezonecode","UTCConversionTimeZoneCode","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","System.Nullable<int>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","versionnumber","VersionNumber","metadata:DataverseModelBuilder/cr7e8_policy","cr7e8_policy","","False","System.Nullable<long>","","Enriched from live Dataverse table metadata because the solution package omitted the definition.","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Bot","cr7e8_ContosoInsurance","cr7e8_ContosoInsurance","bots/cr7e8_ContosoInsurance/bot.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.gpt.default","cr7e8_ContosoInsurance.gpt.default","botcomponents/cr7e8_ContosoInsurance.gpt.default/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.settings.Ivr","cr7e8_ContosoInsurance.settings.Ivr","botcomponents/cr7e8_ContosoInsurance.settings.Ivr/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.topic.AnsweringMachineDetection","cr7e8_ContosoInsurance.topic.AnsweringMachineDetection","botcomponents/cr7e8_ContosoInsurance.topic.AnsweringMachineDetection/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.topic.ConversationStart","cr7e8_ContosoInsurance.topic.ConversationStart","botcomponents/cr7e8_ContosoInsurance.topic.ConversationStart/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.topic.EndofConversation","cr7e8_ContosoInsurance.topic.EndofConversation","botcomponents/cr7e8_ContosoInsurance.topic.EndofConversation/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.topic.Escalate","cr7e8_ContosoInsurance.topic.Escalate","botcomponents/cr7e8_ContosoInsurance.topic.Escalate/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.topic.Fallback","cr7e8_ContosoInsurance.topic.Fallback","botcomponents/cr7e8_ContosoInsurance.topic.Fallback/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.topic.Goodbye","cr7e8_ContosoInsurance.topic.Goodbye","botcomponents/cr7e8_ContosoInsurance.topic.Goodbye/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.topic.Greeting","cr7e8_ContosoInsurance.topic.Greeting","botcomponents/cr7e8_ContosoInsurance.topic.Greeting/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.topic.MultipleTopicsMatched","cr7e8_ContosoInsurance.topic.MultipleTopicsMatched","botcomponents/cr7e8_ContosoInsurance.topic.MultipleTopicsMatched/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.topic.OnError","cr7e8_ContosoInsurance.topic.OnError","botcomponents/cr7e8_ContosoInsurance.topic.OnError/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.topic.ResetConversation","cr7e8_ContosoInsurance.topic.ResetConversation","botcomponents/cr7e8_ContosoInsurance.topic.ResetConversation/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.topic.Search","cr7e8_ContosoInsurance.topic.Search","botcomponents/cr7e8_ContosoInsurance.topic.Search/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.topic.Signin","cr7e8_ContosoInsurance.topic.Signin","botcomponents/cr7e8_ContosoInsurance.topic.Signin/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.topic.Silence","cr7e8_ContosoInsurance.topic.Silence","botcomponents/cr7e8_ContosoInsurance.topic.Silence/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.topic.StartOver","cr7e8_ContosoInsurance.topic.StartOver","botcomponents/cr7e8_ContosoInsurance.topic.StartOver/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.topic.ThankYou","cr7e8_ContosoInsurance.topic.ThankYou","botcomponents/cr7e8_ContosoInsurance.topic.ThankYou/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.topic.UnknownDtmfKey","cr7e8_ContosoInsurance.topic.UnknownDtmfKey","botcomponents/cr7e8_ContosoInsurance.topic.UnknownDtmfKey/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_ContosoInsurance.topic.UnrecognizedSpeech","cr7e8_ContosoInsurance.topic.UnrecognizedSpeech","botcomponents/cr7e8_ContosoInsurance.topic.UnrecognizedSpeech/botcomponent.xml","","","False","","","","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"ChoiceOption","cr7e8_diagnose_healthcheck:0","No","Entities/cr7e8_campaign/Entity.xml","cr7e8_campaign.cr7e8_diagnose_healthcheck","","False","","","","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"ChoiceOption","cr7e8_diagnose_healthcheck:1","Yes","Entities/cr7e8_campaign/Entity.xml","cr7e8_campaign.cr7e8_diagnose_healthcheck","","False","","","","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"ChoiceOption","cr7e8_sprachen:100000000","DE","Entities/cr7e8_campaign/Entity.xml","cr7e8_campaign.cr7e8_sprachen","","False","","","","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"ChoiceOption","cr7e8_sprachen:100000001","FR","Entities/cr7e8_campaign/Entity.xml","cr7e8_campaign.cr7e8_sprachen","","False","","","","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"ChoiceOption","cr7e8_sprachen:100000002","IT","Entities/cr7e8_campaign/Entity.xml","cr7e8_campaign.cr7e8_sprachen","","False","","","","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"ChoiceOption","cr7e8_claimtype:100000000","Property","Entities/cr7e8_Claim/Entity.xml","cr7e8_Claim.cr7e8_claimtype","","False","","","","Service and case management","crmshow_DataModel","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"ChoiceOption","cr7e8_claimtype:100000001","Motor","Entities/cr7e8_Claim/Entity.xml","cr7e8_Claim.cr7e8_claimtype","","False","","","","Service and case management","crmshow_DataModel","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
