"componentType","logicalName","parent","sourcePath","domain","targetSolution","disposition","rationale","licenceReview","maturityReview","sourceOnly"
"Attribute","transactioncurrencyid","cr7e8_policy","metadata:DataverseModelBuilder/cr7e8_policy","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","utcconversiontimezonecode","cr7e8_policy","metadata:DataverseModelBuilder/cr7e8_policy","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Attribute","versionnumber","cr7e8_policy","metadata:DataverseModelBuilder/cr7e8_policy","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Bot","cr7e8_Mobiliar","","bots/cr7e8_Mobiliar/bot.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.gpt.default","","botcomponents/cr7e8_Mobiliar.gpt.default/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.settings.Ivr","","botcomponents/cr7e8_Mobiliar.settings.Ivr/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.topic.AnsweringMachineDetection","","botcomponents/cr7e8_Mobiliar.topic.AnsweringMachineDetection/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.topic.ConversationStart","","botcomponents/cr7e8_Mobiliar.topic.ConversationStart/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.topic.EndofConversation","","botcomponents/cr7e8_Mobiliar.topic.EndofConversation/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.topic.Escalate","","botcomponents/cr7e8_Mobiliar.topic.Escalate/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.topic.Fallback","","botcomponents/cr7e8_Mobiliar.topic.Fallback/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.topic.Goodbye","","botcomponents/cr7e8_Mobiliar.topic.Goodbye/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.topic.Greeting","","botcomponents/cr7e8_Mobiliar.topic.Greeting/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.topic.MultipleTopicsMatched","","botcomponents/cr7e8_Mobiliar.topic.MultipleTopicsMatched/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.topic.OnError","","botcomponents/cr7e8_Mobiliar.topic.OnError/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.topic.ResetConversation","","botcomponents/cr7e8_Mobiliar.topic.ResetConversation/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.topic.Search","","botcomponents/cr7e8_Mobiliar.topic.Search/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.topic.Signin","","botcomponents/cr7e8_Mobiliar.topic.Signin/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.topic.Silence","","botcomponents/cr7e8_Mobiliar.topic.Silence/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.topic.StartOver","","botcomponents/cr7e8_Mobiliar.topic.StartOver/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.topic.ThankYou","","botcomponents/cr7e8_Mobiliar.topic.ThankYou/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.topic.UnknownDtmfKey","","botcomponents/cr7e8_Mobiliar.topic.UnknownDtmfKey/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"BotComponent","cr7e8_Mobiliar.topic.UnrecognizedSpeech","","botcomponents/cr7e8_Mobiliar.topic.UnrecognizedSpeech/botcomponent.xml","AI and agent-assisted capabilities","None","Investigate","Prototype agent evidence only; requires Responsible AI, grounding, safety, licensing, and maturity review.","Required","Required","True"
"ChoiceOption","cr7e8_diagnose_healthcheck:0","cr7e8_campaign.cr7e8_diagnose_healthcheck","Entities/cr7e8_campaign/Entity.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"ChoiceOption","cr7e8_diagnose_healthcheck:1","cr7e8_campaign.cr7e8_diagnose_healthcheck","Entities/cr7e8_campaign/Entity.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"ChoiceOption","cr7e8_sprachen:100000000","cr7e8_campaign.cr7e8_sprachen","Entities/cr7e8_campaign/Entity.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"ChoiceOption","cr7e8_sprachen:100000001","cr7e8_campaign.cr7e8_sprachen","Entities/cr7e8_campaign/Entity.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"ChoiceOption","cr7e8_sprachen:100000002","cr7e8_campaign.cr7e8_sprachen","Entities/cr7e8_campaign/Entity.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"ChoiceOption","cr7e8_claimtype:100000000","cr7e8_Claim.cr7e8_claimtype","Entities/cr7e8_Claim/Entity.xml","Service and case management","crmshow_DataModel","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"ChoiceOption","cr7e8_claimtype:100000001","cr7e8_Claim.cr7e8_claimtype","Entities/cr7e8_Claim/Entity.xml","Service and case management","crmshow_DataModel","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"ChoiceOption","cr7e8_claimtype:100000002","cr7e8_Claim.cr7e8_claimtype","Entities/cr7e8_Claim/Entity.xml","Service and case management","crmshow_DataModel","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"ChoiceOption","cr7e8_claimtype:100000003","cr7e8_Claim.cr7e8_claimtype","Entities/cr7e8_Claim/Entity.xml","Service and case management","crmshow_DataModel","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"ChoiceOption","cr7e8_claimtype:100000004","cr7e8_Claim.cr7e8_claimtype","Entities/cr7e8_Claim/Entity.xml","Service and case management","crmshow_DataModel","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"DataverseSearch","525a0ec0-5f69-f111-ab0c-7ced8d703047","","dvtablesearchs/525a0ec0-5f69-f111-ab0c-7ced8d703047/dvtablesearch.xml","Foundation and shared configuration","crmshow_Foundation","Investigate","Validate the environment-level configuration independently before adopting it.","Investigate","Not required","True"
"DataverseSearch","c9891b87-b368-f111-a825-7ced8d6e82b9","","dvtablesearchs/c9891b87-b368-f111-a825-7ced8d6e82b9/dvtablesearch.xml","Foundation and shared configuration","crmshow_Foundation","Investigate","Validate the environment-level configuration independently before adopting it.","Investigate","Not required","True"
"DataverseSearchEntity","148b2e78-0b6b-f111-ab0c-000d3a3839bf","","dvtablesearchentities/148b2e78-0b6b-f111-ab0c-000d3a3839bf/dvtablesearchentity.xml","Foundation and shared configuration","crmshow_Foundation","Investigate","Validate the environment-level configuration independently before adopting it.","Investigate","Not required","True"
"DataverseSearchEntity","40fe633d-6069-f111-ab0c-7ced8d703047","","dvtablesearchentities/40fe633d-6069-f111-ab0c-7ced8d703047/dvtablesearchentity.xml","Foundation and shared configuration","crmshow_Foundation","Investigate","Validate the environment-level configuration independently before adopting it.","Investigate","Not required","True"
"DataverseSearchEntity","535a0ec0-5f69-f111-ab0c-7ced8d703047","","dvtablesearchentities/535a0ec0-5f69-f111-ab0c-7ced8d703047/dvtablesearchentity.xml","Foundation and shared configuration","crmshow_Foundation","Investigate","Validate the environment-level configuration independently before adopting it.","Investigate","Not required","True"
"DataverseSearchEntity","7880dcbe-0b6b-f111-ab0c-000d3a3839bf","","dvtablesearchentities/7880dcbe-0b6b-f111-ab0c-000d3a3839bf/dvtablesearchentity.xml","Foundation and shared configuration","crmshow_Foundation","Investigate","Validate the environment-level configuration independently before adopting it.","Investigate","Not required","True"
"DataverseSearchEntity","7a80dcbe-0b6b-f111-ab0c-000d3a3839bf","","dvtablesearchentities/7a80dcbe-0b6b-f111-ab0c-000d3a3839bf/dvtablesearchentity.xml","Foundation and shared configuration","crmshow_Foundation","Investigate","Validate the environment-level configuration independently before adopting it.","Investigate","Not required","True"
"DataverseSearchEntity","9d45ab66-0b6b-f111-ab0c-000d3a3839bf","","dvtablesearchentities/9d45ab66-0b6b-f111-ab0c-000d3a3839bf/dvtablesearchentity.xml","Foundation and shared configuration","crmshow_Foundation","Investigate","Validate the environment-level configuration independently before adopting it.","Investigate","Not required","True"
"DataverseSearchEntity","ca891b87-b368-f111-a825-7ced8d6e82b9","","dvtablesearchentities/ca891b87-b368-f111-a825-7ced8d6e82b9/dvtablesearchentity.xml","Foundation and shared configuration","crmshow_Foundation","Investigate","Validate the environment-level configuration independently before adopting it.","Investigate","Not required","True"
"DataverseSearchEntity","cb891b87-b368-f111-a825-7ced8d6e82b9","","dvtablesearchentities/cb891b87-b368-f111-a825-7ced8d6e82b9/dvtablesearchentity.xml","Foundation and shared configuration","crmshow_Foundation","Investigate","Validate the environment-level configuration independently before adopting it.","Investigate","Not required","True"
"DataverseSearchEntity","cc891b87-b368-f111-a825-7ced8d6e82b9","","dvtablesearchentities/cc891b87-b368-f111-a825-7ced8d6e82b9/dvtablesearchentity.xml","Foundation and shared configuration","crmshow_Foundation","Investigate","Validate the environment-level configuration independently before adopting it.","Investigate","Not required","True"
"DataverseSearchEntity","e5da4692-c868-f111-a825-70a8a59a6865","","dvtablesearchentities/e5da4692-c868-f111-a825-70a8a59a6865/dvtablesearchentity.xml","Foundation and shared configuration","crmshow_Foundation","Investigate","Validate the environment-level configuration independently before adopting it.","Investigate","Not required","True"
"DataverseSearchEntity","e84c99e0-5f69-f111-ab0c-7ced8d703047","","dvtablesearchentities/e84c99e0-5f69-f111-ab0c-7ced8d703047/dvtablesearchentity.xml","Foundation and shared configuration","crmshow_Foundation","Investigate","Validate the environment-level configuration independently before adopting it.","Investigate","Not required","True"
"DataverseSearchEntity","fa1094c8-5f69-f111-ab0c-7ced8d703047","","dvtablesearchentities/fa1094c8-5f69-f111-ab0c-7ced8d703047/dvtablesearchentity.xml","Foundation and shared configuration","crmshow_Foundation","Investigate","Validate the environment-level configuration independently before adopting it.","Investigate","Not required","True"
"Entity","Account","","Entities/Account/Entity.xml","Party, household, and relationship","crmshow_DataModel","Refactor","Reuse native party tables while rebuilding only approved extensions and role relationships.","Investigate","Not required","True"
"Entity","Contact","","Entities/Contact/Entity.xml","Party, household, and relationship","crmshow_DataModel","Refactor","Reuse native party tables while rebuilding only approved extensions and role relationships.","Investigate","Not required","True"
"Entity","cr7e8_broker","","Entities/cr7e8_broker/Entity.xml","Party, household, and relationship","crmshow_DataModel","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"Entity","cr7e8_campaign","","Entities/cr7e8_campaign/Entity.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"Entity","cr7e8_Claim","","Entities/cr7e8_Claim/Entity.xml","Service and case management","crmshow_DataModel","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"Entity","cr7e8_household","","Entities/cr7e8_household/Entity.xml","Party, household, and relationship","crmshow_DataModel","Redesign","Household must be represented by Account with accountType=Household; the parallel household table is retired.","Investigate","Not required","True"
"Entity","cr7e8_offer","","Entities/cr7e8_offer/Entity.xml","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Entity","cr7e8_policy","","Entities/cr7e8_policy/Entity.xml","Policy, claim, quote, and insured-object projections","crmshow_DataModel","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Entity","Incident","","Entities/Incident/Entity.xml","Service and case management","crmshow_DataModel","Refactor","Retain the service requirement but rebuild through native Customer Service configuration and governed extensions.","Investigate","Not required","True"
"Entity","Lead","","Entities/Lead/Entity.xml","Sales and opportunity management","crmshow_DataModel","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Entity","msdyn_ocliveworkitem","","Entities/msdyn_ocliveworkitem/Entity.xml","Service and case management","crmshow_DataModel","Refactor","Retain the service requirement but rebuild through native Customer Service configuration and governed extensions.","Investigate","Not required","True"
"Form","{8448b78f-8f42-454e-8e2a-f8196b0419af}","Account","Entities/Account/FormXml/main/{8448b78f-8f42-454e-8e2a-f8196b0419af}.xml","Party, household, and relationship","crmshow_Sales","Refactor","Reuse native party tables while rebuilding only approved extensions and role relationships.","Investigate","Not required","True"
"Form","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Contact","Entities/Contact/FormXml/main/{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}.xml","Party, household, and relationship","crmshow_Sales","Refactor","Reuse native party tables while rebuilding only approved extensions and role relationships.","Investigate","Not required","True"
"Form","{0439e40d-ab7e-4a6f-be3c-9a539edd7524}","cr7e8_broker","Entities/cr7e8_broker/FormXml/quick/{0439e40d-ab7e-4a6f-be3c-9a539edd7524}.xml","Party, household, and relationship","crmshow_Sales","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"Form","{1ad1538a-65b9-4e60-a0d5-7f92fa64082e}","cr7e8_broker","Entities/cr7e8_broker/FormXml/card/{1ad1538a-65b9-4e60-a0d5-7f92fa64082e}.xml","Party, household, and relationship","crmshow_Sales","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"Form","{525f0105-f260-4d12-8d54-07841a730dfc}","cr7e8_broker","Entities/cr7e8_broker/FormXml/main/{525f0105-f260-4d12-8d54-07841a730dfc}.xml","Party, household, and relationship","crmshow_Sales","Redesign","Broker is an Account type with dated relationship and ownership roles, not a parallel party table.","Investigate","Not required","True"
"Form","{2f253079-fa84-4fdd-9174-689aab822797}","cr7e8_campaign","Entities/cr7e8_campaign/FormXml/main/{2f253079-fa84-4fdd-9174-689aab822797}.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"Form","{baa53450-9b36-4d67-8a8c-61b43fd3772a}","cr7e8_campaign","Entities/cr7e8_campaign/FormXml/quick/{baa53450-9b36-4d67-8a8c-61b43fd3772a}.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"Form","{ed75fb7e-0b08-435e-a292-19f2b5238d59}","cr7e8_campaign","Entities/cr7e8_campaign/FormXml/card/{ed75fb7e-0b08-435e-a292-19f2b5238d59}.xml","Marketing, consent, and journeys","crmshow_Marketing","Redesign","Validate against native Customer Insights - Journeys and consent-per-contact-per-channel before rebuilding custom campaign artefacts.","Required","Not required","True"
"Form","{7cbee9f4-367a-4634-b0de-4ff27572061e}","cr7e8_Claim","Entities/cr7e8_Claim/FormXml/main/{7cbee9f4-367a-4634-b0de-4ff27572061e}.xml","Service and case management","crmshow_Service","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"Form","{925e5d2f-ce12-430b-b395-7205ce7cd4a6}","cr7e8_Claim","Entities/cr7e8_Claim/FormXml/card/{925e5d2f-ce12-430b-b395-7205ce7cd4a6}.xml","Service and case management","crmshow_Service","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"Form","{a2cba315-ee73-f111-ab0f-00224806d754}","cr7e8_Claim","Entities/cr7e8_Claim/FormXml/quickCreate/{a2cba315-ee73-f111-ab0f-00224806d754}.xml","Service and case management","crmshow_Service","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"Form","{ba7ee869-3d6d-4e83-9845-3e4305a50c74}","cr7e8_Claim","Entities/cr7e8_Claim/FormXml/quick/{ba7ee869-3d6d-4e83-9845-3e4305a50c74}.xml","Service and case management","crmshow_Service","Redesign","Claim must become an Account-owned, externally referenced thin projection rather than a Contact-owned CRM record.","Investigate","Not required","True"
"Form","{28bb9d20-137b-4f6c-b5ea-9c1f10179c8f}","cr7e8_household","Entities/cr7e8_household/FormXml/main/{28bb9d20-137b-4f6c-b5ea-9c1f10179c8f}.xml","Party, household, and relationship","crmshow_Sales","Redesign","Household must be represented by Account with accountType=Household; the parallel household table is retired.","Investigate","Not required","True"
"Form","{718c41cf-1d7e-4bfd-a9a0-c7a6695af599}","cr7e8_offer","Entities/cr7e8_offer/FormXml/main/{718c41cf-1d7e-4bfd-a9a0-c7a6695af599}.xml","Sales and opportunity management","crmshow_Sales","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"Form","{0b87b795-3546-43a1-91b9-ac2d6934e955}","cr7e8_policy","Entities/cr7e8_policy/FormXml/main/{0b87b795-3546-43a1-91b9-ac2d6934e955}.xml","Policy, claim, quote, and insured-object projections","crmshow_Sales","Redesign","Policy must be a thin Account-owned projection with external system and external reference keys.","Investigate","Not required","True"
"Form","{4a63c8d1-6c1e-48ec-9db4-3e6c7155334c}","Incident","Entities/Incident/FormXml/main/{4a63c8d1-6c1e-48ec-9db4-3e6c7155334c}.xml","Service and case management","crmshow_Service","Refactor","Retain the service requirement but rebuild through native Customer Service configuration and governed extensions.","Investigate","Not required","True"
"Form","{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}","Incident","Entities/Incident/FormXml/main/{b05c1e9c-94d0-46c1-8968-df49b8f33ec7}.xml","Service and case management","crmshow_Service","Refactor","Retain the service requirement but rebuild through native Customer Service configuration and governed extensions.","Investigate","Not required","True"
"Form","{e1ec2c0c-1744-42fa-a346-fb8237357d0f}","Lead","Entities/Lead/FormXml/main/{e1ec2c0c-1744-42fa-a346-fb8237357d0f}.xml","Sales and opportunity management","crmshow_Sales","Redesign","Rebuild around native Lead and Opportunity; offer or quote data remains an externally referenced projection.","Investigate","Not required","True"
"MissingDependency","cr7e8_name","{0b87b795-3546-43a1-91b9-ac2d6934e955}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","ownerid","{0b87b795-3546-43a1-91b9-ac2d6934e955}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","{29de27bc-a257-4f29-99cf-bab4a84e688f}","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","01 Aktive Abonnementlisten","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","06 Aktive Abonnementlisten – einfache Ansicht","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","adx_created_by_portal_contact","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","adx_createdbyportalcontactid","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Aktive Check-Ins","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Aktive Ereignisregistrierungen","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Aktive Sitzungsregistrierungen","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Aktuelle Anfragen","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Aktuelle Verkaufschancen","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Alle Berechtigungen","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Anfragemix (nach Unternehmenseinheit)","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Anzahl der zugehörigen Sitzungsregistrierungs-Datensätze nach Erstellungsdatum","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Ausweise aktiver Teilnehmer","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Ausweise inaktiver Teilnehmer","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Berechtigungsablauf","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","businesscard","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","businesscardattributes","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Check-In-Datensätze nach Unternehmensgröße","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Consent.ContactabilityControl.ContactabilityControl","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Consent.ContactabilityGridControl.ContactabilityGridControl","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","CxpOrchestrationAnalytics.InsightsBannerControl.InsightsBannerControl","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Die wichtigsten Kunden","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","Email Lookup View","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
"MissingDependency","entitlement","{1fed44d1-ae68-4a41-bd2b-f13acac4acfa}","Other/Solution.xml","Foundation and shared configuration","None","Investigate","External dependency must be validated for necessity, licensing, and target availability.","Required","Not required","True"
